url,price
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/1,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/4,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/5,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/6,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/7,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/8,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/9,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/10,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/11,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/12,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/13,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/14,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/15,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/16,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/17,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/18,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/19,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/20,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/21,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/22,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/23,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/24,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/25,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/26,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/27,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/28,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/29,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/30,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/31,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/32,0.0769
